SAMPLE_ID,Average initial ?Nd,Group Age (Ma),Latitude GDA 1994,Longitude GDA 1994,Rock Type,References
ARC32,-3.3,2691,-32.4600,121.6881,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
YQ19,-1.7,2691,-32.1200,119.0200,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
99969014A,-0.9,2693,-28.3742,121.1632,sphene-hornblende granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
99969014B,3.1,2693,-28.3742,121.1632,sphene-hornblende granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
ARC1A,-2.5,2695,-30.3283,119.1876,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
ARC24,-2.3,2696,-32.2800,120.5989,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
ARC118,-6.8,2699,-32.3500,120.3600,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180999,-6.8,2699,-32.3500,120.3600,granite,GSWA
98967102E,-2.6,2699,-30.6333,119.3093,granodiorite xenolith,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
139467,-7.5,2700,-25.5300,116.6667,pegmatite-banded monzogranitic gneiss,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
223153,2.8,2700,-31.3263,121.7902,granitic rock,GSWA
223138,2.5,2700,-31.3263,121.7902,meta-andesite,GSWA
223141,2.3,2700,-31.3263,121.7902,meta-andesite,GSWA
236707,2.6,2700,-30.1400,122.3597,felsic volcaniclastic sandstone,GSWA
236736,3.0,2700,-30.1312,122.3665,felsic volcaniclastic rock,GSWA
236728,2.6,2700,-30.1200,122.3505,syenogranite,GSWA
236712,2.5,2700,-30.1146,122.3461,granitic rock,GSWA
236718,2.4,2700,-30.1146,122.3461,monzodiorite,GSWA
236745,2.3,2700,-29.8047,122.2864,felsic volcanic rock,GSWA
98969045,0.8,2700,-27.1706,118.9864,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
77-1110,-1.9,2700,-31.6390,116.6290,leucosome from migmatite,"McCulloch, MT, Collerson, KD and Compston, W 1983b, Growth of Archean crust within the western gneiss terrain, Yilgarn Block, Western Australia: Australian Journal of Earth Sciences, v. 30, p. 155–160."
77-1111 ,0.6,2700,-31.6390,116.6290,melanosome from migmatite,"McCulloch, MT, Collerson, KD and Compston, W 1983b, Growth of Archean crust within the western gneiss terrain, Yilgarn Block, Western Australia: Australian Journal of Earth Sciences, v. 30, p. 155–160."
71902,-5.6,2700,-26.5162,116.3629,granite,"De Laeter, JR, Fletcher, IR, Bickle, MJ, Myers, JS, Libby, WG and Williams, IR 1985, Rb-Sr, Sm-Nd and Pb-Pb geochronology of ancient gneisses from Mt Narryer, Western Australia: Australian Journal of Earth Sciences, v. 32, p. 349–358."
17808,-1.5,2700,-27.3987,117.3181,porphyritic granite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
83474,-0.5,2700,-28.8299,117.2516,recrystallised granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
83478,0.0,2700,-28.5588,117.3930,recrystallised granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
83524,0.5,2700,-28.3935,117.6629,recrystallised granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
92969104B,1.3,2700,-28.3935,122.0303,banded gneiss,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
169068,-3.7,2701,-28.5705,119.0009,granodiorite gneiss,GSWA
205942,-0.7,2702,-33.7363,117.2423,monzogranite,GSWA
2000969003,2.7,2703,-29.1097,122.0163,granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
92967064,1.8,2703,-29.1459,122.0389,hornblende-biotite tonalite,"Champion, DC and Sheraton, JW 1997, Geochemistry and Nd isotope systematics of Archaean granites of the Eastern Goldfields, Yilgarn Craton, Australia; implications for crustal growth processes: Precambrian Research, v. 83, p. 109–132."
2000969004,2.3,2703,-29.0956,122.0097,sphene-hornblende-biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
185963,3.0,2704,-29.4492,123.2676,granitic rock,GSWA
236419,0.1,2704,-32.7489,116.3607,andesite,GSWA
ARC100,-1.0,2705,-32.0287,119.9546,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
180997,-1.0,2705,-32.0287,119.9546,granite,GSWA
ARC27,-0.1,2708,-32.6600,120.7825,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
96969022,2.3,2710,-29.5832,122.1749,foliated biotite granite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
2001969111B,2.3,2710,-27.4632,121.7213,gneissic biotite trondhjemite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
168956,-1.7,2711,-30.3147,119.0138,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
98967050B,1.2,2711,-28.5536,124.0464,gneiss,J. Dunphy unpublished data
98967052B,0.5,2711,-27.4103,123.7221,gneiss,J. Dunphy unpublished data
98969055,-2.8,2712,-27.5856,119.3954,monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
96969019,3.0,2714,-29.8541,122.3889,foliated biotite granite,GA unpublished
2001969033A,-0.3,2716,-28.7680,122.6406,biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
ARC28,-1.0,2720,-32.7200,121.0284,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
17810,1.0,2720,-27.9821,117.0181,foliated granodiorite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
182435,1.5,2722,-29.1823,124.5430,metagranitic rock,GSWA
77-53,-0.3,2722,-30.0338,122.8241,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
77-54,-1.7,2722,-30.0338,122.8241,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
77-55,-2.3,2722,-30.0338,122.8241,gneiss,"McCulloch, MT, Compston, W and Froude, D 1983a, Sm-Nd and Rb-Sr dating of Archaean gneisses, eastern Yilgarn Block, Western Australia: Journal of the Geological Society of Australia, v. 30, p. 149–153."
168976,-3.8,2723,-30.1784,119.8844,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
185923,0.3,2724,-27.4119,117.6962,granitic gneiss,GSWA
168959,-3.1,2730,-30.2183,119.3922,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
127247,-3.0,2730,-30.1511,119.3625,andesite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
159393,-2.6,2730,-30.1371,119.2455,andesite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
159356,-3.2,2730,-30.0708,119.2180,rhyolite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
159319,-2.7,2730,-30.0184,119.2221,rhyolite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
99969066,-2.9,2730,-30.6497,116.4898,foliated monzogranite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
168960,-3.0,2732,-30.1797,119.2924,felsic volcanic rock,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
185928,-1.3,2733,-26.7219,117.9720,tonalite,GSWA
168961,-3.1,2734,-30.1314,119.2889,felsic volcanic rock,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
185970,1.2,2737,-28.0874,123.6142,metagranitic rock,GSWA
97969102B,-0.7,2737,-29.0244,119.5918,granitic gneiss,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
139459,-6.5,2738,-25.5766,116.8676,foliated porphyritic biotite monzogranite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
193410,-0.3,2738,-29.2348,123.3181,metamonzogranite,GSWA
94969596,0.7,2738,-27.5389,120.9312,gneiss,GA unpublished
185138,0.7,2739,-26.3834,118.3643,rhyolite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
99969164A,0.9,2742,-28.2138,116.4262,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
99964100,-1.0,2743,-28.1490,116.7434,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
99967141,-3.7,2745,-27.7655,117.3383,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
99964003,-4.4,2745,-28.1146,116.7408,monzogranite,"Oliver, B 1999, Granitoids of the Mount Mulgine and Noongal areas. Unpublished B.Sc (honours) thesis, University of Western Australia."
185932,0.1,2746,-27.3406,118.1756,felsic volcanic rock,GSWA
185939,-2.0,2746,-26.3135,117.8157,felsic volcanic rock,GSWA
ARC22,0.4,2746,-31.2947,119.6418,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
99969142,-1.6,2747,-28.6497,116.3510,granodiorite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
185920,-0.3,2748,-27.0749,117.7311,granitic rock,GSWA
88-182,-6.7,2748,-26.5400,116.1070,granite,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
71180,-3.0,2750,-30.1570,119.3764,granophyre,"Fletcher, IR, Rosman, KJR, Williams, IR, Hickman, AH and Baxter, JL 1984, Sm-Nd geochronology of greenstone belts in the Yilgarn block, Western Australia: Precambrian Research, v. 26, p. 333–361."
155858,-1.8,2752,-28.7862,116.8090,fine-grained monzogranite,GSWA
207628,-1.9,2752,-29.1817,116.9786,altered metamonzogranite,GSWA
89-457,-0.4,2753,-28.1760,115.6880,granite,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
97969225A,1.2,2753,-28.8405,121.2886,biotite monzogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
77366,-2.3,2753,-28.1751,115.6736,monzogranite sheet cutting 77362,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
185958,1.8,2755,-26.7733,118.4616,foliated metagranite,GSWA
178105,1.0,2755,-26.8808,118.4894,andesite,GSWA
96969055,2.3,2755,-27.4984,121.9384,hornblende plagiogranite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
185977,-0.5,2756,-27.7563,123.3031,metatonalite,GSWA
185978,1.3,2756,-27.7563,123.3054,felsic granitic rock,GSWA
99964016C,-1.3,2756,-29.1887,116.9789,granite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
185921,-1.4,2757,-27.1535,117.5950,monzogranite,GSWA
185933,0.8,2759,-27.3489,118.1628,granitic rock,GSWA
242683,-6.6,2760,-28.6461,116.3935,rhyolite ,GSWA
81711A,0.7,2760,-26.8519,118.3623,granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
74474,1.3,2760,-27.5525,117.9222,granite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
185969,1.2,2761,-28.3847,123.2406,foliated metagranite,GSWA
185957,1.1,2761,-26.7723,118.4616,metafelsic volcanic rock,GSWA
193360,1.0,2769,-29.3342,123.2235,granitic gneiss,GSWA
183118,-0.8,2769,-28.0205,123.4807,felsic volcaniclastic rock,GSWA
178122,-3.4,2770,-28.0455,123.4900,metarhyolite,GSWA
2001967053A,0.3,2770,-28.9821,122.8837,biotite migmatite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
ARC23,0.3,2774,-32.2900,120.5322,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
95YQ120,-0.7,2781,-31.3000,118.3600,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
178104,1.0,2782,-26.7942,118.2926,foliated biotite granodiorite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
178102,0.9,2787,-26.7452,118.3039,granitic rock,GSWA
99967049A,-1.1,2787,-31.0992,117.1021,biotite monzogranite gneiss,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
198299,1.2,2793,-28.2946,116.8228,medium- to coarse-grained metatonalite,GSWA
224396,-4.2,2800,-31.9103,116.7303,grey augen gneiss,GSWA
2003967007Z,-0.4,2800,-28.6193,122.2774,strongly foliated lineated altered biotite granodiorite,GA unpublished
198294,1.7,2801,-29.1035,117.0023,"medium-grained, metamorphosed quartz diorite",GSWA
142802,1.8,2801,-31.3000,121.3055,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
185996,1.0,2803,-29.0544,118.1495,foliated metagranite,GSWA
2001967041A,1.0,2803,-29.4275,121.1013,biotite gneiss,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
185995,0.6,2806,-29.0541,118.1502,weakly foliated metagranite,GSWA
2001969053C,3.0,2809,-28.9039,120.6120,banded biotite gneiss,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
81564,1.2,2810,-26.9106,118.6157,rhyolite,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
193967,0.6,2811,-28.9735,118.2493,hornblende-biotite granodiorite,GSWA
169003,0.3,2813,-28.1560,118.4396,rhyolite,GSWA
198298,3.0,2813,-28.3192,116.8282,recrystallized metadacite,GSWA
98968104,3.9,2813,-28.5741,118.8916,tonalite,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
193923,0.1,2815,-28.8884,118.2038,felsic volcaniclastic granule/pebble breccia,GSWA
185930,2.0,2815,-27.4972,118.1666,rhyolite,GSWA
193979,1.3,2818,-28.9832,118.0771,fine-grained meta-andesite,GSWA
179450,0.7,2832,-28.0237,123.8768,metatonalite,GSWA
95YQ70,-1.2,2851,-32.7800,118.5000,granite,"Mole, DR, Fiorentini, ML, Cassidy, KF, Kirkland, CL, Thebaud, N, McCuaig, TC, Doublier, MP, Duuring, P, Romano, SS, Maas, R, Belousova, E, Barnes, SJ, Miller, J 2015, Crustal evolution, intra-cratonic architecture and the metallogeny of an Archaean crato"
229384,0.4,2918,-28.1398,115.6768,metagranodiorite,GSWA
77362,0.1,2918,-28.1751,115.6736,leucocratic granodiorite,"Fletcher, IR, Libby, WG and Rosman, KJR 1994, Sm-Nd model ages of granitoid rocks in the Yilgarn Craton: Geological Survey of Western Australia Report, v. 37, p. 61–74."
88-171,-1.5,2918,-28.1760,115.6880,gneiss,"Nutman, AP, Bennett, VC, Kinny, PD and Price, R 1993, Large-scale crustal structure of the northwestern Yilgarn Craton, Western Australia; evidence from Nd isotopic data and zircon geochronology: Tectonics, v. 12, p. 971–981."
83339,-2.1,2920,-28.6953,116.6626,gneiss,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
83399,1.7,2920,-28.7737,116.6183,gneiss,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
83305,1.6,2920,-27.4472,117.0085,gneiss,"Watkins, KP and Hickman, AH 1990, Geological evolution and mineralisation of the Murchison Province, Western Australia: Geological Survey of Western Australia Bulletin 137."
179448,1.9,2932,-27.7590,123.3721,biotite tonalite,"Wyche, S, Kirkland, CL, Riganti, A, Pawley, MJ, Belousova, E and Wingate, MTD 2012, Isotopic constraints on stratigraphy in the central and eastern Yilgarn Craton, Western Australia: Australian Journal of Earth Sciences, v. 59, p. 657–670."
229380,-2.4,2935,-28.1305,115.6698,rhyolite,GSWA
2001969122,1.2,2939,-27.4147,121.9530,banded biotite granodiorite,"Barley, ME, Brown, SJA, Cas, RAF, Cassidy, KF, Champion, DC, Gardoll, SJ and Krapež, B 2003, AMIRA Project P624. An integrated geological and metallogenic framework for the eastern Yilgarn Craton: Developing geodynamic models of highly mineralised Archea"
224351,-2.6,2940,-33.8864,118.9431,biotite leucogranite,GSWA
99967082C,-1.4,2940,-30.4651,116.4627,augen gneiss xenolith,"Fletcher, IR and McNaughton, NJ, 2002b, Sm-Nd and Pb/Pb isotope geochemistry of Yilgarn granitoids. In Cassidy et al. 2002. Characterisation and metallogenic significance of Archean granitoids of the Yilgarn Craton, Western Australia. Project No. M281. M"
207670,0.9,2941,-28.5369,116.4724,"strongly deformed, altered, felsic metavolcaniclastic rock",GSWA
227228,-0.6,2941,-28.5737,116.4630,rhyolite ,GSWA
227227,-0.5,2941,-28.5736,116.4628,rhyolite ,GSWA
227231,-2.8,2941,-28.5690,116.4638,rhyolite ,GSWA
198213,0.3,2945,-29.0585,118.3470,metagranodiorite,GSWA
211102,2.6,2947,-28.8324,116.9914,felsic volcaniclastic rock,GSWA
242673,-12.1,2950,-29.3739,116.3507,metarhyolite ,GSWA
242672,-2.4,2950,-29.3734,116.3517,metarhyolite ,GSWA
242675,-8.6,2950,-29.3635,116.3320,metarhyolite ,GSWA
242652,-0.6,2950,-29.2366,116.3036,rhyolite ,GSWA
242613,-2.5,2950,-29.1727,116.1809,tonalite ,GSWA
242634,0.8,2950,-29.1695,116.2160,diorite,GSWA
242612,-1.6,2950,-29.1548,116.1854,tonalite ,GSWA
227224,0.2,2950,-28.5779,116.4580,tonalite ,GSWA
229390,0.8,2950,-28.4052,116.2471,metatonalite,GSWA
